accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
236,1,4.92,creditcard,235.0,0
592,1,4.97,creditcard,550.0,0
2000,1,5.04,creditcard,1187.0,0
10,1,4.75,paypal,10.0,0
4,1,4.51,creditcard,0.0,0
2000,1,4.92,creditcard,1281.0,0
389,1,4.75,creditcard,389.0,0
2000,1,4.06,creditcard,312.0,0
1370,1,5.04,paypal,74.0,0
658,1,5.03,creditcard,0.0,0
103,1,4.52,creditcard,102.0,0
133,1,4.9,creditcard,133.0,0
54,1,4.75,paypal,0.0,0
784,1,4.92,paypal,782.0,0
251,1,4.84,paypal,0.0,0
905,1,4.97,paypal,2.0,0
660,1,4.92,creditcard,644.0,0
39,1,4.51,creditcard,38.0,0
4,1,4.92,creditcard,0.0,0
2000,1,4.75,creditcard,441.0,0
830,1,4.88,creditcard,465.0,0
64,1,4.9,paypal,63.0,0
206,2,4.51,paypal,0.0,0
210,1,4.92,paypal,0.0,0
1208,1,4.89,creditcard,0.0,0
431,1,4.96,creditcard,0.0,0
241,1,3.95,paypal,0.0,0
51,2,4.75,paypal,0.0,0
2000,1,4.74,creditcard,738.0,0
21,1,4.88,creditcard,0.0,0
606,1,4.51,storecredit,0.0,0
1554,1,4.52,creditcard,383.0,0
16,1,4.75,paypal,0.0,0
2000,1,4.92,creditcard,18.0,0
1218,1,4.51,paypal,132.0,0
220,1,4.52,creditcard,219.0,0
2000,2,4.51,creditcard,691.0,0
2,1,4.84,creditcard,0.0,0
268,1,4.9,creditcard,17.0,0
7,1,4.75,creditcard,0.0,0
1479,1,4.9,paypal,0.0,0
132,1,4.74,creditcard,0.0,0
489,1,4.74,creditcard,488.0,0
80,1,4.92,creditcard,0.0,0
2000,1,4.75,creditcard,1782.0,0
990,1,4.9,paypal,0.0,0
2000,1,4.51,creditcard,466.0,0
1260,1,4.75,creditcard,0.0,0
179,1,3.95,creditcard,0.0,0
14,1,4.89,creditcard,0.0,0
2000,1,4.52,creditcard,1534.0,0
43,1,4.75,creditcard,0.0,0
1780,1,5.03,creditcard,2.0,0
897,1,4.51,creditcard,0.0,0
2,1,4.92,creditcard,1.0,0
788,1,4.97,paypal,0.0,0
22,1,4.51,creditcard,0.0,0
550,1,4.92,creditcard,0.0,0
2000,1,3.48,paypal,39.0,0
1719,1,4.52,creditcard,0.0,0
1826,1,4.46,creditcard,0.0,0
86,1,4.92,paypal,0.0,0
2000,1,5.03,paypal,0.0,0
465,1,4.51,creditcard,0.0,0
862,5,4.51,creditcard,488.0,0
1046,1,4.89,creditcard,1046.0,0
296,1,4.51,creditcard,165.0,0
1764,2,3.48,storecredit,530.0,0
1377,1,4.89,creditcard,672.0,0
1794,1,4.06,creditcard,788.0,0
1941,1,4.92,paypal,182.0,0
199,1,4.46,paypal,199.0,0
10,1,4.97,creditcard,0.0,0
2000,1,4.96,paypal,473.0,0
901,1,4.9,paypal,0.0,0
623,1,4.97,paypal,0.0,0
1685,1,4.52,paypal,654.0,0
98,1,4.75,paypal,97.0,0
159,1,4.84,paypal,0.0,0
4,1,4.52,creditcard,0.0,0
148,1,4.92,paypal,148.0,0
16,1,5.04,creditcard,12.0,0
1543,1,4.75,creditcard,0.0,0
1175,1,4.89,storecredit,0.0,0
48,1,4.52,paypal,48.0,0
2,1,3.95,creditcard,2.0,0
1434,1,3.95,paypal,0.0,0
430,1,4.97,paypal,0.0,0
1071,1,4.97,creditcard,2.0,0
196,5,4.51,creditcard,195.0,0
2000,1,3.48,creditcard,615.0,0
1614,1,4.75,creditcard,910.0,0
220,1,4.75,creditcard,0.0,0
2000,1,4.96,creditcard,111.0,0
2000,1,4.9,creditcard,30.0,0
1976,1,4.74,creditcard,0.0,0
1925,1,4.89,paypal,0.0,0
1973,1,4.52,paypal,0.0,0
1966,1,4.97,paypal,267.0,0
503,1,5.04,creditcard,0.0,0
1729,1,4.74,paypal,1.0,0
1075,1,4.88,creditcard,345.0,0
100,1,3.95,creditcard,0.0,0
1144,1,4.46,creditcard,1.0,0
1388,1,4.96,creditcard,0.0,0
485,1,4.52,creditcard,0.0,0
2000,1,4.75,creditcard,127.0,0
2000,1,4.97,paypal,63.0,0
1273,1,4.52,creditcard,0.0,0
2000,1,5.04,creditcard,0.0,0
167,1,4.89,creditcard,160.0,0
15,1,4.52,creditcard,14.0,0
154,1,4.92,creditcard,0.0,0
2000,1,4.74,creditcard,0.0,0
1645,1,4.92,creditcard,0.0,0
2000,1,4.84,creditcard,1113.0,0
434,1,4.52,creditcard,0.0,0
778,1,4.92,creditcard,0.0,0
972,1,4.97,paypal,940.0,0
1736,1,3.95,creditcard,1.0,0
31,1,5.04,creditcard,30.0,0
1295,1,5.03,creditcard,0.0,0
1922,1,4.92,creditcard,0.0,0
830,1,4.92,paypal,0.0,0
2000,1,4.75,paypal,32.0,0
777,1,4.9,creditcard,0.0,0
974,1,4.51,paypal,295.0,0
46,1,4.88,creditcard,46.0,0
200,1,4.46,creditcard,200.0,0
1358,1,4.89,creditcard,0.0,0
118,1,4.97,paypal,0.0,0
3,1,5.03,creditcard,2.0,0
341,1,4.97,storecredit,0.0,0
88,1,4.9,creditcard,87.0,0
156,1,4.88,paypal,0.0,0
1977,1,4.92,paypal,0.0,0
2000,1,5.04,paypal,0.0,0
713,1,4.92,creditcard,0.0,0
953,1,4.92,paypal,0.0,0
2000,1,5.04,creditcard,1.0,0
2000,1,4.96,creditcard,1010.0,0
4,3,4.96,creditcard,3.0,0
1494,1,4.52,creditcard,438.0,0
2000,1,4.51,creditcard,0.0,0
244,1,4.97,creditcard,0.0,0
2000,1,4.75,creditcard,1954.0,0
2000,1,3.95,paypal,2.0,0
895,1,4.75,creditcard,29.0,0
1622,1,4.92,paypal,0.0,0
2000,1,3.95,paypal,600.0,0
2000,1,5.03,paypal,372.0,0
2,1,4.75,creditcard,2.0,0
304,1,4.88,paypal,0.0,0
2000,1,4.52,creditcard,307.0,0
1635,2,2.6,creditcard,0.0,0
515,1,4.52,creditcard,0.0,0
1539,1,4.46,paypal,345.0,0
47,1,4.92,creditcard,0.0,0
173,1,4.97,creditcard,0.0,0
2000,1,4.9,creditcard,605.0,0
703,1,4.89,creditcard,0.0,0
251,1,4.51,creditcard,0.0,0
1223,1,4.52,creditcard,0.0,0
510,1,4.74,creditcard,0.0,0
1661,1,5.03,creditcard,0.0,0
27,1,4.06,paypal,27.0,0
1063,1,4.51,creditcard,519.0,0
1401,10,4.89,creditcard,337.0,0
35,1,4.75,storecredit,0.0,0
83,1,4.92,creditcard,82.0,0
53,1,4.75,creditcard,0.0,0
26,1,5.03,creditcard,0.0,0
2000,1,4.92,creditcard,265.0,0
2000,1,4.88,paypal,24.0,0
114,1,5.02,creditcard,0.0,0
996,1,4.75,creditcard,0.0,0
9,1,5.03,paypal,1.0,0
6,1,4.89,paypal,0.0,0
2000,1,5.03,creditcard,1171.0,0
759,1,4.84,creditcard,0.0,0
317,1,4.88,creditcard,308.0,0
12,1,4.46,creditcard,0.0,0
3,1,4.84,creditcard,0.0,0
551,1,4.84,creditcard,0.0,0
2,1,4.74,creditcard,1.0,0
826,1,4.97,creditcard,0.0,0
1197,1,4.84,paypal,0.0,0
87,1,5.02,paypal,86.0,0
2000,1,4.88,creditcard,2.0,0
208,1,5.02,creditcard,208.0,0
5,1,4.75,creditcard,0.0,0
43,1,4.97,creditcard,0.0,0
1771,1,5.04,paypal,0.0,0
325,1,4.97,creditcard,40.0,0
2000,1,4.88,creditcard,898.0,0
784,1,4.9,creditcard,0.0,0
1233,1,4.97,paypal,0.0,0
67,1,4.52,creditcard,67.0,0
71,1,4.92,paypal,46.0,0
2000,5,4.51,creditcard,310.0,0
1451,1,5.02,creditcard,17.0,0
1187,1,4.97,creditcard,508.0,0
266,1,5.02,creditcard,148.0,0
68,1,4.96,creditcard,67.0,0
2000,1,4.89,creditcard,697.0,0
547,1,4.92,creditcard,0.0,0
1758,1,4.88,paypal,0.0,0
1690,1,4.89,creditcard,0.0,0
2,1,4.89,creditcard,1.0,0
38,1,4.96,paypal,37.0,0
1837,1,4.75,paypal,0.0,0
317,1,4.96,creditcard,62.0,0
1371,1,4.84,paypal,72.0,0
27,1,4.88,creditcard,0.0,0
76,1,4.88,storecredit,76.0,0
919,1,4.92,creditcard,37.0,0
1972,1,4.92,creditcard,521.0,0
1883,1,2.6,creditcard,0.0,0
70,1,5.03,creditcard,0.0,0
196,1,4.88,paypal,0.0,0
2000,1,2.6,paypal,40.0,0
81,1,4.97,creditcard,80.0,0
13,2,4.96,paypal,12.0,0
32,1,4.97,creditcard,0.0,0
132,1,4.84,creditcard,0.0,0
100,1,4.46,creditcard,99.0,0
231,1,5.02,creditcard,0.0,0
903,1,4.92,paypal,640.0,0
11,1,4.75,creditcard,0.0,0
495,5,4.97,storecredit,206.0,0
51,1,4.52,creditcard,0.0,0
1613,1,4.92,creditcard,60.0,0
158,1,4.92,creditcard,158.0,0
2000,1,5.04,creditcard,907.0,0
221,1,4.89,creditcard,190.0,0
247,1,4.92,creditcard,0.0,0
852,1,4.92,paypal,0.0,0
128,1,4.88,creditcard,128.0,0
833,1,5.02,creditcard,0.0,0
33,1,4.89,paypal,0.0,0
984,1,4.52,paypal,273.0,0
35,1,5.03,creditcard,0.0,0
5,1,4.88,creditcard,0.0,0
391,1,4.92,creditcard,0.0,0
885,1,4.75,paypal,794.0,0
342,1,4.52,creditcard,0.0,0
63,1,4.96,creditcard,0.0,0
958,1,4.74,storecredit,4.0,0
12,1,4.92,creditcard,0.0,0
2,1,4.96,creditcard,1.0,0
203,1,4.92,creditcard,0.0,0
2000,1,5.03,creditcard,737.0,0
580,1,4.9,paypal,0.0,0
2000,1,4.75,creditcard,10.0,0
94,1,3.95,creditcard,0.0,0
1519,1,4.92,creditcard,20.0,0
231,1,4.97,creditcard,228.0,0
54,1,3.95,paypal,54.0,0
86,1,4.88,creditcard,0.0,0
157,1,3.95,creditcard,157.0,0
37,1,5.04,creditcard,0.0,0
1726,1,4.51,creditcard,0.0,0
313,1,4.9,creditcard,310.0,0
2000,1,4.06,creditcard,0.0,0
1264,1,4.96,storecredit,0.0,0
2000,1,4.46,storecredit,311.0,0
467,1,4.9,creditcard,0.0,0
1768,1,4.92,creditcard,0.0,0
1464,1,4.75,paypal,0.0,0
30,1,4.88,paypal,0.0,0
2000,1,4.75,creditcard,302.0,0
577,1,4.92,creditcard,0.0,0
109,1,4.75,creditcard,109.0,0
2000,1,5.04,paypal,480.0,0
1687,1,4.84,creditcard,58.0,0
2000,1,5.03,storecredit,0.0,0
79,1,4.97,paypal,53.0,0
578,1,4.88,creditcard,0.0,0
119,1,4.92,paypal,0.0,0
192,1,4.51,creditcard,0.0,0
1511,1,4.51,storecredit,78.0,0
2000,1,4.52,creditcard,24.0,0
113,1,5.04,paypal,0.0,0
145,1,5.03,creditcard,0.0,0
207,1,4.52,creditcard,2.0,0
2000,1,4.75,creditcard,146.0,0
155,1,4.88,creditcard,0.0,0
995,1,4.97,paypal,264.0,0
20,1,5.02,creditcard,0.0,0
306,1,4.84,creditcard,0.0,0
1890,1,4.75,creditcard,0.0,0
142,1,4.74,creditcard,0.0,0
127,2,4.9,creditcard,0.0,0
869,1,4.92,creditcard,497.0,0
542,1,4.88,creditcard,0.0,0
163,1,4.92,creditcard,0.0,0
26,1,4.89,paypal,26.0,0
43,1,4.96,creditcard,0.0,0
2000,1,3.58,creditcard,1564.0,0
108,1,4.92,creditcard,0.0,0
843,1,4.92,paypal,19.0,0
1919,1,4.75,creditcard,0.0,0
741,1,3.95,paypal,740.0,0
2000,1,4.97,storecredit,193.0,0
6,1,4.74,creditcard,1.0,0
723,1,4.97,creditcard,696.0,0
2000,1,4.74,paypal,2.0,0
2000,1,5.04,creditcard,0.0,0
1,1,5.03,storecredit,0.0,1
1792,1,4.96,creditcard,158.0,0
182,1,4.92,creditcard,0.0,0
74,1,4.88,paypal,73.0,0
360,1,4.92,creditcard,359.0,0
765,1,4.92,creditcard,525.0,0
2000,1,4.96,paypal,310.0,0
3,1,4.96,creditcard,2.0,0
2000,1,4.96,creditcard,518.0,0
2000,1,4.75,creditcard,1262.0,0
1427,1,5.04,creditcard,92.0,0
229,1,4.89,creditcard,229.0,0
194,1,4.97,paypal,0.0,0
1981,1,4.92,creditcard,0.0,0
935,1,4.92,paypal,533.0,0
631,1,4.97,creditcard,0.0,0
40,1,4.84,creditcard,40.0,0
1,2,4.52,paypal,0.0,1
92,2,4.52,creditcard,92.0,0
1701,1,4.74,creditcard,387.0,0
938,1,4.75,creditcard,0.0,0
1843,1,4.89,paypal,0.0,0
1497,1,4.75,creditcard,28.0,0
263,2,4.9,creditcard,263.0,0
180,1,3.58,creditcard,180.0,0
1012,1,4.84,paypal,0.0,0
59,1,4.89,creditcard,59.0,0
802,1,4.88,paypal,801.0,0
2,1,3.07,creditcard,0.0,0
84,1,4.75,creditcard,0.0,0
1984,1,4.92,creditcard,0.0,0
1037,1,4.75,paypal,0.0,0
126,1,4.52,creditcard,126.0,0
867,1,5.03,creditcard,0.0,0
4,2,4.92,creditcard,0.0,0
1443,1,4.89,creditcard,0.0,0
2000,1,4.92,storecredit,0.0,0
2000,1,4.88,creditcard,0.0,0
411,1,4.96,paypal,0.0,0
4,1,4.9,creditcard,4.0,0
3,1,4.92,creditcard,2.0,0
1,1,4.51,paypal,0.0,1
2000,1,4.74,creditcard,0.0,0
69,1,4.75,paypal,0.0,0
1730,1,3.58,creditcard,857.0,0
1968,1,4.96,creditcard,0.0,0
153,1,4.52,creditcard,0.0,0
484,1,3.48,creditcard,484.0,0
1317,1,4.88,paypal,214.0,0
28,1,4.92,creditcard,27.0,0
2000,1,5.04,paypal,1834.0,0
7,1,4.88,creditcard,0.0,0
1079,1,4.51,storecredit,326.0,0
851,1,5.03,creditcard,0.0,0
3,2,5.02,paypal,0.0,0
1239,1,5.04,creditcard,544.0,0
3,1,4.92,creditcard,2.0,0
2000,1,4.97,creditcard,1149.0,0
1564,5,4.75,creditcard,0.0,0
1221,2,4.97,paypal,0.0,0
338,1,4.75,creditcard,209.0,0
11,1,4.89,creditcard,0.0,0
1926,1,4.51,paypal,0.0,0
412,1,4.92,paypal,134.0,0
2000,1,5.03,creditcard,3.0,0
1553,1,4.92,creditcard,0.0,0
95,1,5.04,paypal,0.0,0
1368,1,5.02,creditcard,0.0,0
2000,1,4.84,creditcard,1283.0,0
1295,1,4.52,creditcard,738.0,0
132,1,4.46,creditcard,119.0,0
1135,1,4.84,paypal,0.0,0
2000,1,4.97,creditcard,80.0,0
2000,1,4.75,creditcard,1085.0,0
1719,1,4.92,creditcard,549.0,0
2,1,4.96,creditcard,1.0,0
1780,1,3.48,creditcard,950.0,0
1479,1,4.75,paypal,15.0,0
124,1,4.06,paypal,0.0,0
303,1,4.92,creditcard,0.0,0
122,2,4.89,creditcard,0.0,0
943,1,4.96,creditcard,295.0,0
914,1,4.74,creditcard,0.0,0
1287,1,4.75,creditcard,469.0,0
2000,1,4.89,storecredit,236.0,0
155,1,4.75,paypal,0.0,0
462,1,4.89,creditcard,0.0,0
2000,1,2.6,creditcard,1009.0,0
57,1,4.96,creditcard,56.0,0
174,1,4.75,creditcard,173.0,0
134,1,5.04,creditcard,0.0,0
801,1,4.51,creditcard,0.0,0
251,1,4.75,creditcard,0.0,0
2000,1,4.52,creditcard,1182.0,0
5,1,2.6,creditcard,4.0,0
2000,1,4.88,creditcard,887.0,0
2000,1,4.97,creditcard,378.0,0
1961,1,4.97,creditcard,120.0,0
2000,1,4.74,creditcard,896.0,0
99,1,5.04,creditcard,0.0,0
1576,1,4.96,paypal,495.0,0
1958,1,5.04,paypal,681.0,0
2,1,4.92,paypal,1.0,0
1382,1,4.52,creditcard,0.0,0
1920,1,4.92,creditcard,0.0,0
126,1,4.75,creditcard,126.0,0
1204,1,5.02,creditcard,0.0,0
1340,1,2.6,creditcard,0.0,0
924,1,4.89,creditcard,0.0,0
2000,1,4.92,creditcard,386.0,0
4,1,4.89,paypal,0.0,0
1993,1,3.07,paypal,47.0,0
2000,1,3.07,paypal,258.0,0
1792,1,4.97,creditcard,1319.0,0
1979,1,4.75,creditcard,0.0,0
2000,1,5.03,creditcard,0.0,0
1510,1,4.88,storecredit,0.0,0
919,1,4.89,creditcard,0.0,0
1979,1,4.97,paypal,745.0,0
914,1,4.96,creditcard,0.0,0
868,1,4.96,paypal,398.0,0
2000,1,4.96,creditcard,346.0,0
2000,1,4.06,paypal,1.0,0
20,1,4.52,creditcard,19.0,0
4,1,4.06,paypal,3.0,0
359,1,4.84,creditcard,267.0,0
6,1,3.95,creditcard,0.0,0
20,1,4.9,creditcard,0.0,0
60,1,4.88,creditcard,0.0,0
156,1,4.89,creditcard,156.0,0
11,1,5.02,creditcard,10.0,0
1351,1,5.02,creditcard,0.0,0
76,1,4.51,creditcard,0.0,0
2000,1,4.92,creditcard,1428.0,0
3,1,4.52,paypal,0.0,0
149,1,4.88,creditcard,0.0,0
92,2,4.52,paypal,92.0,0
3,1,5.03,paypal,0.0,0
2000,3,5.02,creditcard,744.0,0
1863,1,4.75,creditcard,0.0,0
2000,2,4.84,paypal,636.0,0
1250,1,4.52,creditcard,0.0,0
2,1,5.04,creditcard,0.0,0
853,1,4.9,creditcard,501.0,0
2000,1,4.92,storecredit,282.0,0
2000,1,4.74,creditcard,351.0,0
369,1,4.51,paypal,24.0,0
249,1,4.84,storecredit,0.0,0
134,1,4.75,creditcard,0.0,0
817,1,4.51,paypal,0.0,0
2000,1,3.95,creditcard,4.0,0
945,1,4.92,paypal,1.0,0
1,1,2.6,creditcard,0.0,1
132,1,4.75,creditcard,0.0,0
903,1,4.89,creditcard,0.0,0
644,1,4.92,creditcard,617.0,0
119,1,4.84,creditcard,119.0,0
1565,1,4.06,creditcard,174.0,0
1452,1,4.96,creditcard,0.0,0
2000,1,5.04,creditcard,483.0,0
705,1,4.75,creditcard,0.0,0
355,1,4.92,paypal,68.0,0
528,1,4.97,creditcard,0.0,0
101,1,4.92,creditcard,0.0,0
2000,1,4.88,creditcard,0.0,0
1285,1,5.04,creditcard,940.0,0
1618,1,4.92,creditcard,0.0,0
387,1,4.9,creditcard,197.0,0
1789,1,4.92,creditcard,2.0,0
1573,1,4.89,paypal,445.0,0
56,1,5.03,creditcard,0.0,0
2,1,4.97,creditcard,1.0,0
1108,1,5.02,creditcard,0.0,0
37,1,4.06,paypal,0.0,0
306,1,4.51,creditcard,0.0,0
848,1,4.92,creditcard,0.0,0
2000,1,4.52,creditcard,1162.0,0
118,1,4.92,paypal,0.0,0
1382,1,5.03,creditcard,138.0,0
2,1,4.75,paypal,1.0,0
206,1,4.84,creditcard,0.0,0
136,1,4.97,creditcard,134.0,0
1284,1,4.88,creditcard,465.0,0
1257,1,4.92,creditcard,0.0,0
51,1,4.96,creditcard,0.0,0
89,1,5.03,storecredit,0.0,0
61,1,5.03,creditcard,60.0,0
64,1,4.52,creditcard,64.0,0
203,1,4.75,creditcard,0.0,0
75,1,4.84,creditcard,75.0,0
2,1,2.6,creditcard,1.0,0
1454,1,4.96,creditcard,0.0,0
970,1,4.97,creditcard,937.0,0
2000,1,4.9,creditcard,1313.0,0
1177,1,4.51,creditcard,0.0,0
429,1,4.92,creditcard,428.0,0
1328,1,4.92,creditcard,0.0,0
1542,1,4.97,creditcard,0.0,0
109,1,4.92,creditcard,3.0,0
270,2,4.96,creditcard,3.0,0
18,1,4.89,storecredit,0.0,0
4,1,4.52,creditcard,0.0,0
958,1,4.46,creditcard,0.0,0
2000,1,4.92,creditcard,261.0,0
1340,1,4.97,creditcard,455.0,0
139,1,3.95,creditcard,139.0,0
76,1,4.88,paypal,0.0,0
889,1,4.92,creditcard,0.0,0
3,1,4.88,paypal,3.0,0
18,1,5.02,paypal,0.0,0
1808,1,4.74,creditcard,0.0,0
306,1,4.92,creditcard,0.0,0
77,1,4.84,creditcard,77.0,0
481,1,4.97,creditcard,0.0,0
558,1,4.51,paypal,154.0,0
15,1,4.46,creditcard,15.0,0
40,1,4.06,creditcard,0.0,0
172,1,4.46,creditcard,172.0,0
6,1,4.74,creditcard,0.0,0
124,1,4.52,paypal,123.0,0
2000,1,4.88,creditcard,635.0,0
1881,1,4.89,storecredit,0.0,0
2000,1,4.75,creditcard,359.0,0
1284,1,5.02,creditcard,638.0,0
2000,1,5.03,creditcard,1.0,0
4,1,4.75,creditcard,0.0,0
34,1,4.52,creditcard,34.0,0
7,1,4.89,paypal,7.0,0
451,1,4.96,creditcard,0.0,0
2000,1,4.96,creditcard,187.0,0
234,1,4.9,creditcard,0.0,0
569,1,4.96,creditcard,47.0,0
1780,1,4.92,creditcard,0.0,0
31,1,4.9,creditcard,17.0,0
2000,1,5.04,creditcard,84.0,0
1642,1,5.02,creditcard,2.0,0
2000,1,4.88,creditcard,0.0,0
4,1,5.03,creditcard,3.0,0
2,1,5.02,paypal,0.0,0
1911,1,4.92,creditcard,0.0,0
2000,1,4.89,paypal,3.0,0
1542,1,4.92,creditcard,358.0,0
1764,1,4.92,creditcard,0.0,0
1351,1,4.92,paypal,0.0,0
3,1,4.75,creditcard,2.0,0
2000,1,4.9,paypal,1247.0,0
1930,1,4.51,creditcard,0.0,0
2000,1,4.46,creditcard,602.0,0
470,1,4.88,creditcard,0.0,0
21,1,4.75,creditcard,0.0,0
39,1,4.92,creditcard,0.0,0
957,1,4.74,creditcard,0.0,0
61,1,4.84,creditcard,61.0,0
926,1,4.52,creditcard,0.0,0
474,1,4.9,creditcard,0.0,0
2000,1,3.58,storecredit,119.0,0
1013,1,5.04,storecredit,739.0,0
1955,1,5.02,creditcard,0.0,0
704,1,4.52,creditcard,0.0,0
61,1,4.84,creditcard,60.0,0
6,1,4.96,creditcard,0.0,0
730,1,4.9,paypal,0.0,0
16,1,3.07,creditcard,0.0,0
1837,1,4.92,creditcard,0.0,0
767,1,5.02,creditcard,149.0,0
1139,1,4.89,creditcard,0.0,0
1301,1,4.51,creditcard,0.0,0
2000,1,3.58,creditcard,243.0,0
271,1,4.92,paypal,0.0,0
161,1,4.75,creditcard,160.0,0
1816,2,4.89,storecredit,188.0,0
120,1,4.88,creditcard,0.0,0
546,1,4.74,creditcard,84.0,0
24,1,5.03,creditcard,0.0,0
2000,1,4.92,paypal,537.0,0
141,1,4.46,creditcard,0.0,0
44,1,4.75,creditcard,0.0,0
857,1,4.9,creditcard,0.0,0
13,1,4.74,paypal,12.0,0
55,2,5.03,creditcard,25.0,0
6,2,4.52,creditcard,4.0,0
7,1,4.96,paypal,6.0,0
919,1,4.75,creditcard,0.0,0
2000,1,4.88,creditcard,453.0,0
1202,1,4.89,creditcard,370.0,0
3,1,4.97,paypal,0.0,0
19,1,5.02,creditcard,17.0,0
176,1,4.92,creditcard,0.0,0
2000,1,4.51,creditcard,335.0,0
10,1,4.92,creditcard,0.0,0
209,1,4.96,creditcard,0.0,0
827,1,4.9,creditcard,0.0,0
824,1,4.52,creditcard,0.0,0
2000,1,4.88,creditcard,0.0,0
2000,1,4.51,creditcard,3.0,0
2000,1,4.06,creditcard,5.0,0
1351,1,4.92,paypal,0.0,0
2000,1,4.89,creditcard,1989.0,0
183,1,5.04,creditcard,0.0,0
2000,1,4.92,creditcard,0.0,0
14,1,4.89,creditcard,13.0,0
19,2,5.04,creditcard,6.0,0
55,1,4.92,creditcard,55.0,0
1101,1,4.75,creditcard,362.0,0
45,1,5.03,creditcard,0.0,0
3,1,3.07,creditcard,0.0,0
264,1,5.02,creditcard,92.0,0
614,2,3.58,paypal,66.0,0
1834,1,4.51,creditcard,0.0,0
947,1,4.88,paypal,0.0,0
223,1,4.96,paypal,0.0,0
2000,1,4.88,storecredit,838.0,0
226,2,4.84,creditcard,76.0,0
1463,1,4.96,paypal,1.0,0
312,10,3.95,creditcard,311.0,0
487,1,5.03,storecredit,0.0,0
77,1,4.92,creditcard,0.0,0
884,1,4.92,creditcard,0.0,0
25,1,4.92,paypal,0.0,0
76,1,4.96,creditcard,0.0,0
1338,1,4.06,creditcard,0.0,0
2000,1,3.58,creditcard,213.0,0
9,1,4.51,paypal,0.0,0
1954,1,4.89,creditcard,0.0,0
1975,1,4.88,paypal,159.0,0
1981,1,4.84,creditcard,6.0,0
275,1,4.75,paypal,0.0,0
119,1,5.03,creditcard,0.0,0
102,1,4.52,creditcard,0.0,0
2000,1,4.74,paypal,16.0,0
88,1,4.51,creditcard,88.0,0
2000,1,5.03,creditcard,837.0,0
304,1,4.96,creditcard,0.0,0
385,1,4.92,paypal,0.0,0
876,5,5.04,paypal,876.0,0
73,1,5.02,creditcard,0.0,0
1728,1,4.75,creditcard,1.0,0
1939,1,4.88,creditcard,602.0,0
818,1,3.07,creditcard,0.0,0
3,1,4.84,creditcard,3.0,0
951,1,4.52,creditcard,0.0,0
1198,1,4.92,paypal,1197.0,0
2000,1,4.9,paypal,1591.0,0
8,1,4.75,creditcard,0.0,0
2000,1,4.52,paypal,0.0,0
199,1,4.96,paypal,0.0,0
1541,1,3.95,creditcard,0.0,0
1497,1,4.97,creditcard,0.0,0
31,1,4.52,creditcard,30.0,0
1969,1,4.84,paypal,0.0,0
1920,1,4.74,paypal,0.0,0
970,1,4.46,creditcard,0.0,0
260,1,3.95,creditcard,0.0,0
2000,1,4.06,paypal,0.0,0
137,1,4.75,creditcard,119.0,0
353,1,4.92,creditcard,353.0,0
2000,1,4.96,creditcard,1067.0,0
2000,1,4.92,storecredit,696.0,0
1428,1,4.52,creditcard,0.0,0
2000,1,4.75,creditcard,0.0,0
845,1,4.88,creditcard,0.0,0
188,1,5.02,creditcard,0.0,0
1207,3,3.58,creditcard,0.0,0
715,1,4.92,creditcard,0.0,0
2000,1,4.97,creditcard,373.0,0
2000,1,4.75,creditcard,540.0,0
1,2,2.95,creditcard,0.0,1
31,1,4.75,creditcard,0.0,0
681,1,5.03,paypal,0.0,0
1959,1,4.88,creditcard,682.0,0
2000,1,5.03,creditcard,357.0,0
750,1,4.46,paypal,0.0,0
1170,1,4.51,paypal,0.0,0
1084,1,4.9,creditcard,0.0,0
2000,1,4.46,paypal,38.0,0
2000,1,4.46,creditcard,0.0,0
73,1,4.75,creditcard,0.0,0
445,1,4.9,creditcard,1.0,0
78,1,4.97,creditcard,66.0,0
1095,1,3.95,creditcard,0.0,0
2000,1,5.04,creditcard,223.0,0
2000,1,4.92,creditcard,554.0,0
57,1,4.52,paypal,0.0,0
728,1,4.75,paypal,0.0,0
141,1,5.03,creditcard,0.0,0
1586,1,4.75,creditcard,0.0,0
41,1,4.84,creditcard,0.0,0
2000,1,4.74,creditcard,456.0,0
124,1,4.52,creditcard,124.0,0
2000,1,5.02,creditcard,309.0,0
2000,1,4.51,creditcard,0.0,0
18,1,4.74,creditcard,0.0,0
1144,1,5.04,paypal,1024.0,0
1647,1,4.75,creditcard,0.0,0
2000,1,3.58,creditcard,468.0,0
38,1,5.02,creditcard,0.0,0
136,1,4.9,creditcard,133.0,0
21,1,4.75,creditcard,0.0,0
109,1,4.96,paypal,62.0,0
2000,1,4.89,paypal,436.0,0
1129,5,4.84,creditcard,212.0,0
643,1,4.97,creditcard,0.0,0
2000,1,4.88,creditcard,0.0,0
2000,1,4.52,creditcard,250.0,0
1281,1,4.96,creditcard,35.0,0
84,1,4.06,creditcard,83.0,0
5,1,4.75,creditcard,5.0,0
462,1,4.97,creditcard,0.0,0
2,1,4.51,creditcard,1.0,0
177,1,4.9,creditcard,0.0,0
2000,1,5.04,paypal,483.0,0
44,1,4.75,paypal,0.0,0
636,1,5.02,creditcard,0.0,0
451,1,4.92,creditcard,450.0,0
210,1,4.75,storecredit,103.0,0
916,1,4.52,creditcard,0.0,0
2000,1,4.74,paypal,1.0,0
778,1,4.96,creditcard,239.0,0
270,1,4.51,creditcard,2.0,0
