accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label,ord__paymentMethod
12.0,1.0,4.52,creditcard,12.0,0.0,1.0
,,,,,,1.0
2000.0,1.0,4.74,creditcard,584.0,0.0,1.0
2000.0,1.0,4.89,creditcard,1422.0,0.0,0.0
593.0,1.0,4.89,creditcard,0.0,0.0,0.0
3.0,1.0,4.52,storecredit,2.0,0.0,0.0
1054.0,1.0,4.89,creditcard,0.0,0.0,0.0
,,,,,,0.0
1083.0,1.0,4.51,paypal,384.0,0.0,0.0
1703.0,1.0,4.74,creditcard,0.0,0.0,1.0
315.0,1.0,4.97,creditcard,0.0,0.0,0.0
229.0,1.0,4.52,paypal,0.0,0.0,0.0
1073.0,1.0,4.89,creditcard,0.0,0.0,0.0
719.0,1.0,4.89,paypal,0.0,0.0,1.0
,,,,,,0.0
82.0,1.0,4.89,creditcard,0.0,0.0,0.0
1743.0,1.0,4.92,creditcard,0.0,0.0,0.0
234.0,1.0,3.95,creditcard,0.0,0.0,0.0
2000.0,1.0,4.97,creditcard,1448.0,0.0,0.0
14.0,1.0,4.84,storecredit,13.0,0.0,0.0
5.0,1.0,5.04,paypal,0.0,0.0,0.0
1498.0,1.0,4.92,creditcard,0.0,0.0,1.0
1073.0,1.0,4.84,creditcard,2.0,0.0,0.0
2000.0,1.0,4.92,creditcard,344.0,0.0,0.0
44.0,1.0,4.89,creditcard,0.0,0.0,0.0
2000.0,1.0,4.74,creditcard,0.0,0.0,2.0
,,,,,,0.0
2000.0,1.0,3.95,creditcard,0.0,0.0,0.0
2000.0,1.0,4.96,storecredit,0.0,0.0,0.0
200.0,2.0,4.75,paypal,100.0,0.0,0.0
111.0,1.0,4.75,creditcard,0.0,0.0,0.0
2000.0,1.0,4.9,creditcard,229.0,0.0,0.0
237.0,1.0,4.75,creditcard,0.0,0.0,1.0
361.0,1.0,4.84,creditcard,84.0,0.0,0.0
2000.0,1.0,4.97,creditcard,0.0,0.0,0.0
,,,,,,0.0
155.0,1.0,4.84,creditcard,0.0,0.0,1.0
2000.0,1.0,5.03,paypal,1900.0,0.0,0.0
16.0,1.0,4.88,creditcard,0.0,0.0,0.0
12.0,1.0,3.07,creditcard,0.0,0.0,1.0
160.0,1.0,4.06,creditcard,0.0,0.0,0.0
25.0,1.0,4.75,creditcard,0.0,0.0,0.0
513.0,1.0,4.46,creditcard,0.0,0.0,0.0
24.0,1.0,4.96,creditcard,0.0,0.0,0.0
37.0,1.0,4.96,creditcard,0.0,0.0,0.0
612.0,1.0,4.75,creditcard,58.0,0.0,1.0
1665.0,1.0,2.95,creditcard,0.0,0.0,0.0
2000.0,1.0,4.75,paypal,1226.0,0.0,1.0
1.0,1.0,3.58,creditcard,0.0,1.0,0.0
542.0,1.0,5.04,creditcard,1.0,0.0,1.0
1362.0,1.0,4.92,paypal,997.0,0.0,0.0
,,,,,,0.0
2000.0,1.0,4.88,creditcard,453.0,0.0,0.0
227.0,1.0,4.74,paypal,227.0,0.0,0.0
2000.0,1.0,4.92,creditcard,377.0,0.0,1.0
,,,,,,1.0
2000.0,1.0,4.75,paypal,416.0,0.0,0.0
130.0,1.0,4.75,paypal,129.0,0.0,1.0
1502.0,1.0,2.95,storecredit,83.0,0.0,0.0
,,,,,,0.0
1.0,1.0,4.84,paypal,0.0,1.0,0.0
2000.0,1.0,4.46,creditcard,0.0,0.0,0.0
633.0,1.0,4.97,creditcard,242.0,0.0,1.0
,,,,,,0.0
597.0,1.0,5.02,creditcard,0.0,0.0,1.0
1558.0,1.0,4.97,paypal,0.0,0.0,0.0
2.0,1.0,4.9,creditcard,0.0,0.0,1.0
25.0,2.0,5.03,creditcard,0.0,0.0,0.0
2000.0,1.0,5.02,creditcard,703.0,0.0,0.0
14.0,1.0,4.92,creditcard,0.0,0.0,0.0
,,,,,,0.0
31.0,1.0,4.74,creditcard,30.0,0.0,0.0
2.0,1.0,4.96,creditcard,1.0,0.0,1.0
1041.0,1.0,4.96,creditcard,1.0,0.0,0.0
5.0,1.0,4.9,paypal,0.0,0.0,0.0
873.0,1.0,5.02,creditcard,840.0,0.0,0.0
1981.0,1.0,4.92,creditcard,0.0,0.0,1.0
336.0,1.0,4.97,creditcard,0.0,0.0,0.0
49.0,1.0,4.92,paypal,47.0,0.0,0.0
3.0,1.0,5.02,paypal,0.0,0.0,0.0
60.0,1.0,4.92,creditcard,7.0,0.0,0.0
2000.0,4.0,3.48,creditcard,272.0,0.0,0.0
898.0,1.0,4.9,creditcard,99.0,0.0,0.0
1893.0,1.0,4.92,creditcard,216.0,0.0,0.0
312.0,1.0,4.75,creditcard,91.0,0.0,0.0
1896.0,1.0,4.88,creditcard,0.0,0.0,0.0
125.0,1.0,4.84,creditcard,89.0,0.0,0.0
196.0,1.0,4.97,creditcard,0.0,0.0,0.0
1701.0,1.0,4.51,creditcard,0.0,0.0,1.0
,,,,,,0.0
2000.0,1.0,4.52,creditcard,248.0,0.0,0.0
,,,,,,0.0
354.0,1.0,5.02,paypal,0.0,0.0,1.0
2000.0,1.0,3.58,paypal,451.0,0.0,2.0
,,,,,,1.0
17.0,1.0,4.92,creditcard,17.0,0.0,1.0
15.0,1.0,4.92,creditcard,0.0,0.0,1.0
329.0,1.0,4.74,paypal,0.0,0.0,0.0
1214.0,1.0,4.89,creditcard,0.0,0.0,1.0
14.0,1.0,5.03,creditcard,0.0,0.0,1.0
571.0,1.0,4.9,creditcard,0.0,0.0,0.0
1508.0,1.0,5.04,storecredit,0.0,0.0,1.0
2000.0,1.0,4.88,creditcard,16.0,0.0,0.0
601.0,1.0,4.89,creditcard,1.0,0.0,2.0
55.0,1.0,4.92,storecredit,54.0,0.0,2.0
3.0,2.0,4.96,creditcard,2.0,0.0,0.0
267.0,1.0,4.9,creditcard,0.0,0.0,0.0
2.0,1.0,4.75,paypal,1.0,0.0,0.0
16.0,1.0,4.97,creditcard,0.0,0.0,0.0
54.0,1.0,5.02,creditcard,0.0,0.0,0.0
38.0,2.0,4.89,storecredit,38.0,0.0,1.0
,,,,,,1.0
3.0,1.0,4.92,paypal,2.0,0.0,0.0
350.0,1.0,4.92,creditcard,342.0,0.0,0.0
6.0,1.0,4.06,creditcard,5.0,0.0,0.0
193.0,1.0,5.04,creditcard,156.0,0.0,0.0
2000.0,1.0,4.74,creditcard,824.0,0.0,0.0
1574.0,1.0,4.89,creditcard,260.0,0.0,1.0
611.0,1.0,4.97,creditcard,516.0,0.0,0.0
,,,,,,0.0
1.0,1.0,3.95,creditcard,0.0,1.0,0.0
428.0,1.0,4.97,creditcard,0.0,0.0,0.0
,,,,,,2.0
419.0,1.0,4.88,creditcard,0.0,0.0,0.0
9.0,1.0,4.74,paypal,0.0,0.0,0.0
861.0,2.0,5.03,creditcard,0.0,0.0,0.0
564.0,1.0,4.88,creditcard,0.0,0.0,0.0
941.0,1.0,4.84,creditcard,0.0,0.0,0.0
,,,,,,1.0
7.0,1.0,4.51,creditcard,0.0,0.0,0.0
1341.0,1.0,4.52,paypal,243.0,0.0,0.0
64.0,1.0,4.75,creditcard,0.0,0.0,0.0
1722.0,1.0,4.9,creditcard,0.0,0.0,0.0
95.0,1.0,4.88,paypal,0.0,0.0,0.0
420.0,1.0,2.95,storecredit,0.0,0.0,0.0
,,,,,,0.0
791.0,1.0,4.75,creditcard,0.0,0.0,0.0
114.0,1.0,4.92,creditcard,0.0,0.0,0.0
1221.0,1.0,3.07,creditcard,0.0,0.0,1.0
2000.0,1.0,4.9,creditcard,1.0,0.0,0.0
1940.0,1.0,5.02,creditcard,0.0,0.0,0.0
40.0,1.0,5.03,creditcard,0.0,0.0,0.0
78.0,1.0,4.74,creditcard,0.0,0.0,0.0
1.0,1.0,4.52,creditcard,0.0,1.0,0.0
184.0,1.0,4.51,creditcard,182.0,0.0,0.0
178.0,1.0,4.52,creditcard,0.0,0.0,0.0
4.0,1.0,5.02,creditcard,0.0,0.0,0.0
141.0,1.0,4.97,creditcard,0.0,0.0,1.0
2000.0,1.0,5.02,creditcard,1444.0,0.0,0.0
16.0,1.0,4.96,paypal,0.0,0.0,0.0
2.0,1.0,5.02,paypal,2.0,0.0,2.0
1214.0,1.0,4.52,creditcard,815.0,0.0,0.0
6.0,1.0,4.88,creditcard,0.0,0.0,0.0
89.0,1.0,3.58,creditcard,0.0,0.0,0.0
139.0,1.0,4.52,creditcard,139.0,0.0,0.0
3.0,1.0,4.74,creditcard,2.0,0.0,1.0
2000.0,1.0,4.46,creditcard,153.0,0.0,1.0
166.0,1.0,4.52,creditcard,0.0,0.0,1.0
37.0,1.0,4.75,creditcard,0.0,0.0,1.0
943.0,1.0,4.88,paypal,0.0,0.0,0.0
109.0,2.0,4.52,creditcard,109.0,0.0,0.0
326.0,1.0,4.75,creditcard,0.0,0.0,0.0
,,,,,,0.0
137.0,1.0,4.89,paypal,137.0,0.0,1.0
98.0,1.0,4.9,creditcard,97.0,0.0,0.0
651.0,1.0,4.75,paypal,3.0,0.0,0.0
,,,,,,0.0
2000.0,1.0,5.04,paypal,0.0,0.0,0.0
17.0,1.0,4.92,creditcard,16.0,0.0,0.0
99.0,2.0,4.74,creditcard,93.0,0.0,0.0
235.0,1.0,4.06,creditcard,0.0,0.0,0.0
34.0,1.0,4.06,creditcard,33.0,0.0,0.0
2000.0,1.0,4.74,creditcard,13.0,0.0,0.0
50.0,1.0,5.04,paypal,49.0,0.0,1.0
2000.0,1.0,4.92,creditcard,1386.0,0.0,0.0
,,,,,,0.0
5.0,1.0,4.46,creditcard,5.0,0.0,0.0
147.0,1.0,4.52,creditcard,146.0,0.0,0.0
2000.0,1.0,5.04,creditcard,0.0,0.0,0.0
1307.0,2.0,4.46,creditcard,0.0,0.0,2.0
1021.0,1.0,4.92,paypal,0.0,0.0,2.0
325.0,1.0,4.74,creditcard,0.0,0.0,0.0
510.0,1.0,4.46,paypal,0.0,0.0,0.0
66.0,1.0,5.04,paypal,65.0,0.0,0.0
803.0,1.0,4.88,creditcard,0.0,0.0,0.0
1617.0,2.0,4.96,storecredit,0.0,0.0,0.0
441.0,1.0,4.51,paypal,0.0,0.0,0.0
559.0,1.0,5.04,creditcard,0.0,0.0,0.0
1981.0,1.0,3.48,creditcard,5.0,0.0,0.0
2000.0,1.0,4.96,creditcard,47.0,0.0,0.0
210.0,1.0,4.96,creditcard,0.0,0.0,0.0
,,,,,,0.0
2000.0,1.0,4.75,creditcard,0.0,0.0,0.0
5.0,2.0,5.02,creditcard,0.0,0.0,2.0
13.0,1.0,4.96,paypal,0.0,0.0,1.0
2000.0,1.0,4.75,creditcard,766.0,0.0,1.0
1981.0,1.0,4.51,creditcard,0.0,0.0,1.0
1927.0,1.0,4.75,creditcard,982.0,0.0,0.0
80.0,2.0,4.96,paypal,80.0,0.0,0.0
152.0,1.0,5.03,storecredit,151.0,0.0,0.0
451.0,1.0,4.97,creditcard,0.0,0.0,1.0
54.0,1.0,5.03,creditcard,0.0,0.0,0.0
4.0,1.0,2.6,paypal,0.0,0.0,0.0
155.0,2.0,5.03,creditcard,0.0,0.0,1.0
240.0,1.0,3.95,creditcard,0.0,0.0,0.0
5.0,1.0,4.74,creditcard,4.0,0.0,0.0
1933.0,1.0,4.84,paypal,0.0,0.0,1.0
73.0,1.0,4.97,creditcard,72.0,0.0,0.0
39.0,1.0,4.52,creditcard,39.0,0.0,0.0
107.0,1.0,4.75,creditcard,0.0,0.0,1.0
2000.0,1.0,5.04,creditcard,0.0,0.0,0.0
2000.0,1.0,4.92,creditcard,246.0,0.0,0.0
48.0,1.0,4.88,creditcard,0.0,0.0,0.0
69.0,1.0,4.92,creditcard,0.0,0.0,1.0
,,,,,,1.0
370.0,1.0,4.84,paypal,0.0,0.0,0.0
2000.0,1.0,4.92,paypal,375.0,0.0,1.0
54.0,1.0,4.92,paypal,0.0,0.0,0.0
,,,,,,0.0
122.0,1.0,4.96,paypal,0.0,0.0,0.0
,,,,,,0.0
133.0,1.0,4.84,creditcard,1.0,0.0,0.0
1142.0,1.0,4.96,creditcard,0.0,0.0,1.0
837.0,1.0,5.02,creditcard,0.0,0.0,1.0
3.0,1.0,4.74,creditcard,2.0,0.0,0.0
1587.0,1.0,4.75,creditcard,0.0,0.0,0.0
,,,,,,1.0
,,,,,,0.0
1623.0,1.0,5.04,creditcard,13.0,0.0,0.0
72.0,1.0,4.52,paypal,0.0,0.0,1.0
89.0,2.0,4.74,creditcard,89.0,0.0,0.0
1507.0,2.0,4.92,creditcard,0.0,0.0,0.0
1666.0,1.0,4.06,creditcard,0.0,0.0,0.0
406.0,1.0,4.89,paypal,0.0,0.0,0.0
199.0,1.0,4.84,creditcard,0.0,0.0,2.0
12.0,1.0,4.52,creditcard,0.0,0.0,1.0
14.0,1.0,4.74,creditcard,0.0,0.0,1.0
2000.0,1.0,4.89,creditcard,0.0,0.0,0.0
1570.0,3.0,4.75,creditcard,492.0,0.0,0.0
1724.0,1.0,4.74,creditcard,323.0,0.0,0.0
61.0,1.0,4.84,creditcard,60.0,0.0,0.0
,,,,,,0.0
2000.0,1.0,3.95,paypal,87.0,0.0,1.0
3.0,1.0,4.75,creditcard,2.0,0.0,0.0
31.0,2.0,4.92,creditcard,1.0,0.0,0.0
886.0,1.0,4.74,creditcard,0.0,0.0,0.0
2000.0,1.0,4.52,storecredit,0.0,0.0,0.0
1608.0,1.0,4.92,creditcard,479.0,0.0,1.0
2000.0,1.0,4.97,creditcard,0.0,0.0,0.0
,,,,,,1.0
2000.0,1.0,4.75,creditcard,593.0,0.0,1.0
1101.0,1.0,4.9,creditcard,119.0,0.0,0.0
28.0,1.0,4.84,creditcard,27.0,0.0,1.0
1647.0,1.0,4.92,creditcard,206.0,0.0,0.0
145.0,1.0,4.52,paypal,145.0,0.0,0.0
190.0,1.0,4.89,creditcard,0.0,0.0,0.0
78.0,1.0,5.02,creditcard,78.0,0.0,0.0
757.0,1.0,5.04,creditcard,0.0,0.0,0.0
14.0,1.0,4.88,paypal,0.0,0.0,0.0
1544.0,1.0,3.58,creditcard,0.0,0.0,0.0
2000.0,1.0,4.88,creditcard,249.0,0.0,0.0
22.0,1.0,4.74,paypal,0.0,0.0,0.0
303.0,1.0,4.89,creditcard,303.0,0.0,0.0
1329.0,1.0,4.88,creditcard,556.0,0.0,1.0
714.0,1.0,4.52,creditcard,0.0,0.0,0.0
9.0,1.0,4.92,creditcard,8.0,0.0,0.0
123.0,1.0,4.92,creditcard,0.0,0.0,0.0
2.0,1.0,3.95,paypal,2.0,0.0,1.0
1619.0,1.0,4.89,creditcard,0.0,0.0,1.0
1623.0,1.0,2.6,paypal,20.0,0.0,0.0
,,,,,,1.0
2000.0,1.0,5.03,creditcard,0.0,0.0,0.0
1475.0,1.0,4.88,paypal,110.0,0.0,0.0
1690.0,1.0,4.75,creditcard,0.0,0.0,2.0
2000.0,1.0,3.95,creditcard,860.0,0.0,0.0
206.0,1.0,4.46,creditcard,0.0,0.0,0.0
2000.0,1.0,4.06,creditcard,817.0,0.0,1.0
817.0,1.0,4.84,paypal,0.0,0.0,0.0
32.0,1.0,5.04,paypal,0.0,0.0,0.0
813.0,1.0,4.74,creditcard,0.0,0.0,0.0
5.0,1.0,4.88,paypal,0.0,0.0,0.0
864.0,1.0,4.9,creditcard,263.0,0.0,1.0
822.0,1.0,4.51,creditcard,19.0,0.0,0.0
,,,,,,2.0
1745.0,1.0,3.58,creditcard,0.0,0.0,0.0
36.0,1.0,4.92,creditcard,35.0,0.0,0.0
985.0,1.0,4.75,paypal,0.0,0.0,1.0
967.0,1.0,4.75,creditcard,238.0,0.0,1.0
71.0,1.0,4.52,paypal,71.0,0.0,0.0
1106.0,1.0,4.46,creditcard,1.0,0.0,0.0
1.0,1.0,2.6,paypal,0.0,1.0,0.0
52.0,1.0,3.07,creditcard,0.0,0.0,0.0
450.0,1.0,4.74,creditcard,324.0,0.0,1.0
299.0,1.0,4.75,creditcard,0.0,0.0,0.0
97.0,1.0,4.92,creditcard,44.0,0.0,0.0
884.0,1.0,4.92,creditcard,0.0,0.0,2.0
31.0,1.0,4.88,paypal,0.0,0.0,0.0
376.0,1.0,4.9,creditcard,0.0,0.0,0.0
,,,,,,0.0
179.0,1.0,4.75,creditcard,0.0,0.0,0.0
1733.0,1.0,4.89,creditcard,0.0,0.0,0.0
223.0,1.0,4.96,paypal,53.0,0.0,2.0
294.0,1.0,4.9,creditcard,0.0,0.0,0.0
72.0,1.0,4.52,creditcard,71.0,0.0,0.0
266.0,1.0,4.89,creditcard,0.0,0.0,1.0
1027.0,1.0,4.46,creditcard,906.0,0.0,1.0
2000.0,1.0,5.03,creditcard,0.0,0.0,0.0
999.0,1.0,5.03,creditcard,0.0,0.0,0.0
27.0,1.0,3.48,creditcard,0.0,0.0,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
127.0,1.0,5.02,creditcard,0.0,0.0,0.0
869.0,1.0,4.75,creditcard,250.0,0.0,0.0
1890.0,1.0,4.92,creditcard,110.0,0.0,0.0
2000.0,1.0,4.92,creditcard,109.0,0.0,0.0
3.0,1.0,4.89,paypal,2.0,0.0,0.0
11.0,1.0,5.04,creditcard,0.0,0.0,2.0
16.0,1.0,4.75,creditcard,16.0,0.0,0.0
69.0,1.0,4.97,creditcard,0.0,0.0,1.0
1108.0,1.0,4.89,paypal,87.0,0.0,0.0
2000.0,1.0,4.06,storecredit,0.0,0.0,0.0
2000.0,1.0,5.04,paypal,192.0,0.0,0.0
2.0,1.0,5.03,paypal,0.0,0.0,0.0
1773.0,1.0,4.9,paypal,0.0,0.0,0.0
205.0,1.0,4.46,creditcard,205.0,0.0,1.0
12.0,1.0,4.89,paypal,0.0,0.0,0.0
699.0,1.0,4.9,paypal,152.0,0.0,0.0
44.0,1.0,5.03,creditcard,43.0,0.0,0.0
702.0,1.0,4.92,paypal,0.0,0.0,1.0
,,,,,,1.0
4.0,1.0,5.03,creditcard,0.0,0.0,0.0
1803.0,1.0,4.75,storecredit,0.0,0.0,1.0
658.0,1.0,4.75,storecredit,1.0,0.0,0.0
18.0,1.0,4.75,creditcard,17.0,0.0,0.0
1188.0,1.0,4.84,creditcard,0.0,0.0,0.0
1847.0,1.0,4.92,creditcard,0.0,0.0,0.0
532.0,1.0,5.02,creditcard,101.0,0.0,0.0
1036.0,1.0,5.02,creditcard,0.0,0.0,0.0
21.0,1.0,4.46,paypal,21.0,0.0,1.0
38.0,1.0,4.97,paypal,0.0,0.0,1.0
,,,,,,0.0
145.0,1.0,4.84,creditcard,144.0,0.0,0.0
144.0,1.0,4.75,creditcard,0.0,0.0,1.0
2000.0,1.0,5.04,creditcard,0.0,0.0,0.0
2000.0,1.0,4.84,creditcard,0.0,0.0,0.0
581.0,1.0,4.96,creditcard,0.0,0.0,0.0
2000.0,1.0,5.04,paypal,0.0,0.0,0.0
1697.0,1.0,5.02,creditcard,0.0,0.0,2.0
1853.0,1.0,4.92,creditcard,66.0,0.0,1.0
1831.0,1.0,5.02,creditcard,0.0,0.0,2.0
1417.0,1.0,5.02,creditcard,0.0,0.0,0.0
5.0,1.0,4.88,storecredit,0.0,0.0,0.0
1677.0,1.0,4.9,creditcard,0.0,0.0,0.0
2000.0,1.0,4.96,creditcard,0.0,0.0,0.0
1244.0,1.0,4.92,creditcard,0.0,0.0,0.0
58.0,1.0,4.74,creditcard,57.0,0.0,0.0
719.0,1.0,4.46,creditcard,0.0,0.0,1.0
1729.0,1.0,5.03,paypal,318.0,0.0,0.0
335.0,1.0,4.84,creditcard,0.0,0.0,2.0
836.0,1.0,4.89,creditcard,0.0,0.0,0.0
707.0,1.0,5.03,creditcard,0.0,0.0,0.0
159.0,1.0,4.46,creditcard,0.0,0.0,0.0
25.0,1.0,5.02,creditcard,0.0,0.0,1.0
2000.0,2.0,4.84,creditcard,0.0,0.0,0.0
2000.0,1.0,5.03,creditcard,2.0,0.0,0.0
2000.0,1.0,5.04,creditcard,689.0,0.0,0.0
71.0,1.0,4.75,creditcard,71.0,0.0,0.0
111.0,1.0,4.9,paypal,2.0,0.0,2.0
2000.0,1.0,3.95,creditcard,2.0,0.0,0.0
,,,,,,0.0
,,,,,,0.0
2000.0,1.0,3.58,creditcard,1041.0,0.0,0.0
143.0,1.0,4.74,creditcard,105.0,0.0,1.0
1341.0,1.0,4.46,creditcard,0.0,0.0,0.0
1311.0,1.0,4.75,creditcard,0.0,0.0,0.0
782.0,1.0,4.89,creditcard,0.0,0.0,1.0
29.0,1.0,4.89,creditcard,0.0,0.0,1.0
28.0,1.0,4.97,creditcard,28.0,0.0,0.0
2000.0,1.0,4.06,paypal,85.0,0.0,0.0
1664.0,1.0,5.04,creditcard,0.0,0.0,1.0
2000.0,1.0,4.92,creditcard,621.0,0.0,0.0
1.0,1.0,4.75,storecredit,0.0,1.0,0.0
95.0,2.0,4.52,creditcard,94.0,0.0,0.0
474.0,1.0,4.06,creditcard,68.0,0.0,0.0
7.0,1.0,4.75,creditcard,6.0,0.0,0.0
906.0,1.0,4.75,creditcard,0.0,0.0,0.0
1552.0,1.0,4.96,paypal,0.0,0.0,1.0
77.0,1.0,4.84,paypal,0.0,0.0,0.0
102.0,1.0,4.84,paypal,0.0,0.0,0.0
985.0,1.0,4.92,paypal,0.0,0.0,0.0
86.0,1.0,4.92,creditcard,0.0,0.0,1.0
13.0,1.0,5.02,creditcard,12.0,0.0,0.0
3.0,1.0,4.9,creditcard,3.0,0.0,0.0
2000.0,1.0,5.04,creditcard,281.0,0.0,0.0
1597.0,1.0,4.75,paypal,0.0,0.0,0.0
162.0,1.0,4.89,creditcard,0.0,0.0,2.0
218.0,1.0,4.96,creditcard,218.0,0.0,0.0
591.0,1.0,4.96,creditcard,0.0,0.0,1.0
57.0,1.0,4.75,creditcard,0.0,0.0,0.0
11.0,1.0,4.52,creditcard,10.0,0.0,0.0
1501.0,1.0,5.02,creditcard,241.0,0.0,1.0
667.0,1.0,5.04,creditcard,0.0,0.0,0.0
1099.0,1.0,4.84,creditcard,0.0,0.0,0.0
2000.0,1.0,4.74,creditcard,1.0,0.0,1.0
,,,,,,0.0
2000.0,1.0,4.9,paypal,49.0,0.0,0.0
10.0,1.0,4.51,creditcard,10.0,0.0,0.0
7.0,1.0,4.92,creditcard,0.0,0.0,1.0
1097.0,1.0,5.02,creditcard,0.0,0.0,1.0
1895.0,1.0,5.03,creditcard,0.0,0.0,1.0
2000.0,1.0,4.92,creditcard,0.0,0.0,0.0
1.0,1.0,4.74,storecredit,0.0,1.0,0.0
1913.0,1.0,4.46,storecredit,810.0,0.0,0.0
2000.0,1.0,5.02,creditcard,659.0,0.0,0.0
35.0,1.0,4.75,creditcard,0.0,0.0,0.0
1734.0,1.0,4.75,creditcard,579.0,0.0,1.0
432.0,1.0,5.02,creditcard,363.0,0.0,0.0
8.0,1.0,4.52,creditcard,0.0,0.0,0.0
424.0,3.0,4.75,creditcard,92.0,0.0,0.0
2000.0,1.0,5.04,creditcard,738.0,0.0,0.0
1670.0,1.0,4.46,creditcard,514.0,0.0,0.0
2000.0,1.0,4.97,creditcard,207.0,0.0,1.0
1517.0,1.0,4.97,creditcard,0.0,0.0,0.0
2000.0,1.0,4.75,creditcard,949.0,0.0,0.0
2000.0,1.0,4.97,creditcard,820.0,0.0,0.0
107.0,1.0,4.96,storecredit,0.0,0.0,1.0
2000.0,1.0,4.92,paypal,1.0,0.0,0.0
,,,,,,1.0
613.0,1.0,4.89,paypal,195.0,0.0,0.0
262.0,1.0,5.02,paypal,2.0,0.0,0.0
,,,,,,0.0
2000.0,1.0,4.75,creditcard,744.0,0.0,0.0
2000.0,1.0,4.9,creditcard,312.0,0.0,0.0
8.0,1.0,4.84,creditcard,8.0,0.0,0.0
2000.0,1.0,4.84,paypal,138.0,0.0,1.0
109.0,1.0,4.84,creditcard,101.0,0.0,0.0
1308.0,1.0,5.04,creditcard,0.0,0.0,0.0
1273.0,1.0,4.84,paypal,0.0,0.0,1.0
16.0,1.0,4.51,creditcard,15.0,0.0,0.0
1.0,1.0,5.02,creditcard,0.0,1.0,1.0
234.0,1.0,4.89,paypal,136.0,0.0,1.0
950.0,1.0,3.95,creditcard,0.0,0.0,1.0
79.0,1.0,4.74,creditcard,0.0,0.0,0.0
158.0,1.0,4.92,paypal,0.0,0.0,2.0
56.0,1.0,4.46,creditcard,56.0,0.0,0.0
2000.0,1.0,5.03,creditcard,611.0,0.0,0.0
598.0,1.0,4.92,creditcard,0.0,0.0,1.0
37.0,1.0,4.75,paypal,0.0,0.0,0.0
28.0,1.0,4.9,paypal,28.0,0.0,1.0
681.0,1.0,3.07,creditcard,0.0,0.0,0.0
355.0,1.0,4.97,paypal,0.0,0.0,0.0
3.0,1.0,5.04,creditcard,0.0,0.0,1.0
173.0,1.0,4.84,creditcard,0.0,0.0,0.0
61.0,1.0,3.95,creditcard,49.0,0.0,1.0
67.0,1.0,5.03,creditcard,0.0,0.0,1.0
2.0,1.0,5.03,creditcard,1.0,0.0,0.0
2000.0,1.0,4.92,paypal,0.0,0.0,0.0
115.0,1.0,4.96,paypal,0.0,0.0,0.0
25.0,1.0,4.84,creditcard,24.0,0.0,0.0
239.0,1.0,4.75,creditcard,229.0,0.0,0.0
57.0,1.0,4.9,paypal,2.0,0.0,2.0
1151.0,1.0,4.51,creditcard,0.0,0.0,0.0
468.0,3.0,4.97,creditcard,123.0,0.0,0.0
1.0,2.0,4.75,paypal,0.0,1.0,1.0
1804.0,1.0,4.88,creditcard,0.0,0.0,0.0
1345.0,1.0,4.92,creditcard,0.0,0.0,1.0
2000.0,1.0,4.52,creditcard,0.0,0.0,0.0
828.0,1.0,5.03,creditcard,0.0,0.0,0.0
12.0,1.0,4.75,storecredit,0.0,0.0,0.0
2000.0,1.0,4.75,paypal,0.0,0.0,0.0
1014.0,1.0,3.48,paypal,2.0,0.0,1.0
,,,,,,0.0
783.0,1.0,4.92,creditcard,0.0,0.0,1.0
2.0,1.0,4.9,creditcard,1.0,0.0,0.0
,,,,,,2.0
1265.0,5.0,5.02,creditcard,1265.0,0.0,0.0
584.0,1.0,4.88,creditcard,0.0,0.0,0.0
2000.0,1.0,4.97,creditcard,0.0,0.0,0.0
1807.0,1.0,5.04,paypal,0.0,0.0,1.0
865.0,1.0,5.04,creditcard,112.0,0.0,0.0
2000.0,1.0,4.88,creditcard,0.0,0.0,0.0
1785.0,1.0,4.84,creditcard,617.0,0.0,1.0
2000.0,1.0,4.84,creditcard,12.0,0.0,0.0
,,,,,,0.0
83.0,1.0,4.52,paypal,82.0,0.0,1.0
277.0,1.0,4.75,creditcard,0.0,0.0,1.0
4.0,1.0,4.75,paypal,0.0,0.0,0.0
,,,,,,0.0
1791.0,1.0,4.75,paypal,0.0,0.0,2.0
721.0,1.0,4.88,creditcard,0.0,0.0,0.0
1964.0,1.0,4.88,paypal,0.0,0.0,0.0
,,,,,,0.0
2.0,1.0,4.92,creditcard,0.0,0.0,1.0
1193.0,1.0,4.89,creditcard,312.0,0.0,0.0
2000.0,1.0,5.04,creditcard,1182.0,0.0,1.0
177.0,1.0,4.92,creditcard,177.0,0.0,0.0
317.0,1.0,4.92,creditcard,105.0,0.0,0.0
1722.0,1.0,4.9,creditcard,0.0,0.0,0.0
36.0,1.0,4.75,creditcard,0.0,0.0,1.0
163.0,1.0,4.46,creditcard,163.0,0.0,0.0
687.0,1.0,4.89,creditcard,656.0,0.0,1.0
14.0,2.0,4.75,creditcard,0.0,0.0,1.0
251.0,1.0,5.04,paypal,0.0,0.0,0.0
267.0,1.0,4.75,creditcard,32.0,0.0,0.0
137.0,1.0,5.03,creditcard,118.0,0.0,1.0
382.0,1.0,5.03,creditcard,0.0,0.0,0.0
2000.0,1.0,4.75,paypal,1.0,0.0,1.0
1340.0,1.0,5.02,paypal,935.0,0.0,0.0
